status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,_range_flag,age_group,credit_amount_per_duration,credit_per_person
no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",92.4,1386.0
no checking account,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,... >= 7 years,4,male : single,none,1,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",53.25,1278.0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(18, 30]",92.25,553.5
... < 100 DM,21,existing credits paid back duly till now,car (new),3763,unknown/no savings account,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,1,False,"(18, 30]",179.1904761904762,3763.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,3711,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,27,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",103.08333333333333,3711.0
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,46,none,own,2,unskilled - resident,1,no,yes,1,False,"(40, 50]",239.6,3594.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,1,False,"(30, 40]",355.0,3195.0
no checking account,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",123.72222222222223,4454.0
0 <= ... < 200 DM,24,critical account/other credits existing,radio/television,4736,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",197.33333333333334,4736.0
0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",99.7,2991.0
no checking account,11,existing credits paid back duly till now,others,2142,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",194.72727272727272,2142.0
... < 100 DM,24,all credits at this bank paid back duly,others,3161,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,1,yes,yes,0,True,"(30, 40]",131.70833333333334,3161.0
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,furniture/equipment,18424,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,32,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,0,True,"(30, 40]",383.8333333333333,18424.0
no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,none,own,1,skilled employee/official,2,no,yes,1,False,"(30, 40]",284.8,1424.0
... < 100 DM,6,existing credits paid back duly till now,car (new),14896,... < 100 DM,... >= 7 years,1,male : single,none,4,unknown/no property,68,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(60, 100]",2482.6666666666665,14896.0
... < 100 DM,24,existing credits paid back duly till now,radio/television,2359,100 <= ... < 500 DM,unemployed,1,male : divorced/separated,none,1,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",98.29166666666667,2359.0
... < 100 DM,24,existing credits paid back duly till now,radio/television,3345,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,39,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(30, 40]",139.375,3345.0
no checking account,18,critical account/other credits existing,radio/television,1817,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown/no property,28,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",100.94444444444444,1817.0
no checking account,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,37,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",265.6041666666667,12749.0
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",151.77777777777777,1366.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,2,yes,yes,1,False,"(18, 30]",166.83333333333334,1001.0
... < 100 DM,24,all credits at this bank paid back duly,radio/television,6872,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,55,bank,own,1,skilled employee/official,1,yes,yes,0,True,"(50, 60]",286.3333333333333,6872.0
... < 100 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year,4,male : single,none,2,car or other,46,bank,own,2,skilled employee/official,1,yes,yes,0,True,"(40, 50]",58.083333333333336,697.0
... < 100 DM,18,critical account/other credits existing,radio/television,1049,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",58.27777777777778,1049.0
... < 100 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,39,stores,for free,3,skilled employee/official,2,yes,yes,0,True,"(30, 40]",214.52083333333334,5148.5
no checking account,30,existing credits paid back duly till now,domestic appliances,1867,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,58,none,own,1,skilled employee/official,1,yes,yes,1,False,"(50, 60]",62.233333333333334,1867.0
... < 100 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,1,False,"(40, 50]",112.0,672.0
... < 100 DM,24,existing credits paid back duly till now,radio/television,1747,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,no,1,False,"(18, 30]",72.79166666666667,1747.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1670,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,22,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",185.55555555555554,1670.0
no checking account,9,critical account/other credits existing,car (new),1224,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",136.0,1224.0
no checking account,12,critical account/other credits existing,domestic appliances,522,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,42,none,own,2,skilled employee/official,2,yes,yes,1,False,"(40, 50]",43.5,261.0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1498,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,23,bank,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",124.83333333333333,1498.0
0 <= ... < 200 DM,30,delay in paying off in the past,domestic appliances,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown/no property,30,stores,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,0,True,"(18, 30]",63.96666666666667,1919.0
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,domestic appliances,745,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",82.77777777777777,745.0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,2063,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,30,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(18, 30]",343.8333333333333,2063.0
0 <= ... < 200 DM,60,existing credits paid back duly till now,retraining,6288,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,42,none,for free,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",104.8,6288.0
no checking account,24,critical account/other credits existing,car (used),6842,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,46,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(40, 50]",285.0833333333333,3421.0
no checking account,12,existing credits paid back duly till now,car (new),3527,unknown/no savings account,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,45,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(40, 50]",293.9166666666667,1763.5
no checking account,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,1,False,"(30, 40]",154.6,773.0
no checking account,24,existing credits paid back duly till now,radio/television,929,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,2,car or other,31,stores,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",38.708333333333336,929.0
no checking account,4,critical account/other credits existing,car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,1,False,"(40, 50]",363.75,727.5
... < 100 DM,15,existing credits paid back duly till now,radio/television,1845,... < 100 DM,... < 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/life insurance,46,none,rent,1,skilled employee/official,1,no,yes,1,False,"(40, 50]",123.0,1845.0
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,car (new),8358,500 <= ... < 1000 DM,... < 1 year,1,female : divorced/separated/married,none,1,car or other,30,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",174.125,8358.0
... < 100 DM,24,all credits at this bank paid back duly,radio/television,3349,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,4,unknown/no property,30,none,for free,1,skilled employee/official,2,yes,yes,0,True,"(18, 30]",139.54166666666666,1674.5
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/no savings account,unemployed,4,male : single,none,4,unknown/no property,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",238.25,2859.0
no checking account,18,existing credits paid back duly till now,radio/television,1533,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/life insurance,43,none,own,1,unskilled - resident,2,no,yes,0,True,"(40, 50]",85.16666666666667,766.5
no checking account,24,existing credits paid back duly till now,domestic appliances,3621,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,31,none,own,2,skilled employee/official,1,no,yes,0,True,"(30, 40]",150.875,3621.0
0 <= ... < 200 DM,18,critical account/other credits existing,others,3590,... < 100 DM,unemployed,3,male : married/widowed,none,3,car or other,40,none,own,3,unemployed/unskilled - non-resident,2,yes,yes,1,False,"(30, 40]",199.44444444444446,1795.0
... < 100 DM,36,delay in paying off in the past,others,2145,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",59.583333333333336,2145.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,500 <= ... < 1000 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",171.375,4113.0
no checking account,36,existing credits paid back duly till now,radio/television,10974,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,26,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(18, 30]",304.8333333333333,10974.0
... < 100 DM,12,existing credits paid back duly till now,car (new),1893,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",157.75,1893.0
